[INFO] [2023-03-08 01:55:35,884] [202303080155356140690] [16:139668142229248] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/create
[INFO] [2023-03-08 02:00:46,839] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:00:46,846] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:00:46,852] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:01:03,584] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:01:03,591] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:01:03,597] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:01:23,924] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:01:23,931] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:01:23,936] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:01:42,396] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:01:42,403] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:01:42,409] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:02:05,744] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:02:05,752] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:02:05,758] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:02:26,741] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:02:26,748] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:02:26,755] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:02:42,603] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:02:42,610] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:02:42,616] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:00,599] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:00,606] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:00,611] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:16,866] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:16,873] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:16,879] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:38,847] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:38,856] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:38,864] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:55,999] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:56,006] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:03:56,012] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:04:15,133] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:04:15,143] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:04:15,151] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:04:39,740] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:04:39,747] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:04:39,753] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:05:00,142] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:05:00,150] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:05:00,156] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:05:24,232] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:05:24,239] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:05:24,245] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:05:42,693] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:05:42,700] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:05:42,706] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:06:04,738] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:06:04,744] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:06:04,750] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:06:29,070] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:06:29,076] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:06:29,081] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:06:52,084] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:06:52,091] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:06:52,097] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:07:09,994] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:07:10,000] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:07:10,006] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:07:27,868] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:07:27,876] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:07:27,885] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:07:47,054] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:07:47,062] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:07:47,071] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:08:09,964] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:08:09,971] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:08:09,976] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:08:33,758] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:08:33,767] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:08:33,775] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:08:58,481] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:08:58,488] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:08:58,497] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:09:18,269] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:09:18,276] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:09:18,282] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:09:40,978] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:09:40,985] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:09:40,991] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:02,764] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:02,771] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:02,777] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:19,388] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:19,395] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:19,401] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:40,511] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:40,521] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:40,529] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:58,161] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:58,168] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:10:58,173] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:11:15,384] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:11:15,391] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:11:15,398] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:11:36,968] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:11:36,975] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:11:36,981] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:11:58,294] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:11:58,301] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:11:58,306] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:12:22,460] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:12:22,467] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:12:22,473] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:12:45,045] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:12:45,052] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:12:45,058] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:13:04,091] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:13:04,098] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:13:04,104] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:13:24,824] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:13:24,831] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:13:24,838] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:13:46,587] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:13:46,594] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:13:46,600] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:14:09,396] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

